line_num,method,expected,predicted,correct,response_time
83,llm,True,False,False,0.3580930233001709
84,llm,True,False,False,0.4080512523651123
85,llm,True,False,False,0.536644458770752
86,llm,True,False,False,0.48433756828308105
87,llm,False,False,True,0.4626350402832031
88,llm,False,False,True,0.617734432220459
89,llm,False,False,True,0.5096685886383057
90,llm,False,False,True,0.5110416412353516
91,llm,False,False,True,0.5140562057495117
92,llm,False,False,True,0.6133873462677002
93,llm,False,False,True,0.41172075271606445
94,llm,False,False,True,0.5425148010253906
95,llm,False,False,True,0.5101020336151123
96,llm,False,False,True,0.4127490520477295
97,llm,False,False,True,0.4147031307220459
98,llm,False,False,True,0.5006976127624512
99,llm,False,False,True,0.448467493057251
100,llm,False,False,True,0.348522424697876
101,llm,False,False,True,0.6810448169708252
102,llm,True,False,False,0.5960280895233154
103,llm,True,False,False,0.3800086975097656
104,llm,True,False,False,0.6139278411865234
105,llm,True,False,False,0.33154869079589844
106,llm,True,False,False,0.6684095859527588
107,llm,True,False,False,0.7150566577911377
108,llm,True,False,False,0.6166584491729736
109,llm,True,False,False,0.6140902042388916
110,llm,True,False,False,0.46802735328674316
111,llm,True,False,False,0.41082119941711426
112,llm,True,False,False,0.3833138942718506
113,llm,True,False,False,0.381380558013916
114,llm,True,False,False,0.3603684902191162
115,llm,True,False,False,0.3809092044830322
116,llm,True,False,False,0.5837092399597168
117,llm,True,False,False,0.6124498844146729
118,llm,True,False,False,0.4808330535888672
119,llm,True,False,False,0.565173864364624
120,llm,True,False,False,0.4919700622558594
121,llm,True,False,False,0.3995676040649414
122,llm,True,False,False,0.39853906631469727
123,llm,True,False,False,0.4309103488922119
124,llm,True,False,False,0.40769100189208984
125,llm,True,False,False,0.6153862476348877
126,llm,True,False,False,5.553694009780884
127,llm,True,False,False,0.40862083435058594
128,llm,True,False,False,0.3453793525695801
129,llm,True,False,False,0.3809077739715576
130,llm,True,False,False,0.40058135986328125
131,llm,True,False,False,0.37453126907348633
132,llm,True,False,False,0.43651247024536133
133,llm,True,False,False,0.37177538871765137
134,llm,True,False,False,0.4506559371948242
135,llm,True,False,False,0.4226658344268799
136,llm,True,False,False,0.3916647434234619
2,threshold,False,False,True,0.3364522457122803
3,threshold,False,False,True,0.16825509071350098
4,threshold,False,False,True,0.14869475364685059
5,threshold,False,False,True,0.24561691284179688
6,threshold,False,False,True,0.20044183731079102
7,threshold,False,False,True,0.19108963012695312
8,threshold,False,False,True,0.13733148574829102
9,threshold,False,False,True,0.14151525497436523
10,threshold,False,False,True,0.12977862358093262
11,threshold,False,False,True,0.12878131866455078
12,threshold,False,False,True,0.1364123821258545
13,threshold,False,False,True,0.3148763179779053
14,threshold,False,False,True,0.16125869750976562
15,threshold,False,False,True,0.13520240783691406
16,threshold,False,False,True,0.1414201259613037
17,threshold,True,False,False,0.12749862670898438
18,threshold,True,False,False,0.13125133514404297
19,threshold,True,False,False,0.12187075614929199
20,threshold,True,False,False,0.1378951072692871
21,threshold,True,False,False,0.15570783615112305
22,threshold,True,False,False,0.13670802116394043
23,threshold,True,False,False,0.16818022727966309
24,threshold,True,False,False,0.11307358741760254
25,threshold,True,False,False,0.12325811386108398
26,threshold,True,False,False,0.1391136646270752
27,threshold,True,False,False,0.17213797569274902
28,threshold,True,False,False,0.1837310791015625
29,threshold,True,False,False,0.121124267578125
30,threshold,True,False,False,0.1226658821105957
31,threshold,True,False,False,0.11325478553771973
32,threshold,True,False,False,0.11209845542907715
33,threshold,True,False,False,0.11355352401733398
34,threshold,True,False,False,0.11646175384521484
35,threshold,True,False,False,0.11964106559753418
36,threshold,True,False,False,0.1337285041809082
37,threshold,True,False,False,0.15099072456359863
38,threshold,True,False,False,0.1441354751586914
39,threshold,True,False,False,0.14188432693481445
40,threshold,True,False,False,0.14711618423461914
41,threshold,True,False,False,0.1413118839263916
42,threshold,True,False,False,0.13895249366760254
43,threshold,True,False,False,0.14304685592651367
44,threshold,True,False,False,0.13808822631835938
45,threshold,True,False,False,0.13219118118286133
46,threshold,True,False,False,0.13376355171203613
47,threshold,True,False,False,0.15286660194396973
48,threshold,True,False,False,0.17545080184936523
49,threshold,True,False,False,0.1509995460510254
50,threshold,True,False,False,0.1584186553955078
51,threshold,True,False,False,0.152848482131958
52,threshold,True,False,False,0.15093755722045898
53,threshold,True,False,False,0.1511688232421875
54,threshold,True,False,False,0.14583468437194824
55,threshold,False,False,True,0.15873098373413086
56,threshold,False,False,True,0.17386841773986816
57,threshold,False,False,True,0.14047884941101074
58,threshold,False,False,True,0.1432628631591797
59,threshold,False,False,True,0.18470978736877441
60,threshold,False,False,True,0.16127300262451172
61,threshold,False,False,True,0.16278576850891113
62,threshold,False,False,True,0.15082097053527832
63,threshold,False,False,True,0.14597105979919434
64,threshold,False,False,True,0.13264989852905273
65,threshold,False,False,True,0.17798280715942383
66,threshold,False,False,True,0.1536250114440918
67,threshold,False,False,True,0.13967132568359375
68,threshold,False,False,True,0.13995122909545898
69,threshold,False,False,True,0.1522691249847412
70,threshold,True,False,False,0.14933395385742188
71,threshold,True,False,False,0.12431573867797852
72,threshold,True,False,False,0.17228031158447266
73,threshold,True,False,False,0.13391590118408203
74,threshold,True,False,False,0.13467764854431152
75,threshold,True,False,False,0.1326138973236084
76,threshold,True,False,False,0.1351032257080078
77,threshold,True,False,False,0.15278983116149902
78,threshold,True,False,False,0.16543078422546387
79,threshold,True,False,False,0.147003173828125
80,threshold,True,False,False,0.14850497245788574
81,threshold,True,False,False,0.14120268821716309
82,threshold,True,False,False,0.14110469818115234
83,threshold,True,False,False,0.14971590042114258
84,threshold,True,False,False,0.13599538803100586
85,threshold,True,False,False,0.13389229774475098
86,threshold,True,False,False,0.14021611213684082
87,threshold,False,False,True,0.1260237693786621
88,threshold,False,False,True,0.1516714096069336
89,threshold,False,False,True,0.14910268783569336
90,threshold,False,False,True,0.2803049087524414
91,threshold,False,False,True,0.14508557319641113
92,threshold,False,False,True,0.13640475273132324
93,threshold,False,False,True,0.14580726623535156
94,threshold,False,False,True,0.11702084541320801
95,threshold,False,False,True,0.12531065940856934
96,threshold,False,False,True,0.1693732738494873
97,threshold,False,False,True,0.13005924224853516
98,threshold,False,False,True,0.11928939819335938
99,threshold,False,False,True,0.19887781143188477
100,threshold,False,False,True,0.11310911178588867
101,threshold,False,False,True,0.13444113731384277
102,threshold,True,False,False,0.11834716796875
103,threshold,True,False,False,0.12160992622375488
104,threshold,True,False,False,0.1214299201965332
105,threshold,True,False,False,0.1260828971862793
106,threshold,True,False,False,0.12491965293884277
107,threshold,True,False,False,0.12725520133972168
108,threshold,True,False,False,0.12665390968322754
109,threshold,True,False,False,0.12953734397888184
110,threshold,True,False,False,0.13096237182617188
111,threshold,True,False,False,0.12462544441223145
112,threshold,True,False,False,0.1349318027496338
113,threshold,True,False,False,0.1283729076385498
114,threshold,True,False,False,0.12405896186828613
115,threshold,True,False,False,0.12346363067626953
116,threshold,True,False,False,0.11673617362976074
117,threshold,True,False,False,0.1458113193511963
118,threshold,True,False,False,0.11837601661682129
119,threshold,True,False,False,0.12949156761169434
120,threshold,True,False,False,0.2073042392730713
121,threshold,True,False,False,0.18576383590698242
122,threshold,True,False,False,0.1906909942626953
123,threshold,True,False,False,0.1748056411743164
124,threshold,True,False,False,0.18568849563598633
125,threshold,True,False,False,0.21600699424743652
126,threshold,True,False,False,0.17846417427062988
127,threshold,True,False,False,0.17918753623962402
128,threshold,True,False,False,0.18463706970214844
129,threshold,True,False,False,0.21757912635803223
130,threshold,True,False,False,0.18453288078308105
131,threshold,True,False,False,0.18362784385681152
132,threshold,True,False,False,0.1981651782989502
133,threshold,True,False,False,0.17604327201843262
134,threshold,True,False,False,0.18217802047729492
135,threshold,True,False,False,0.18402481079101562
136,threshold,True,False,False,0.182084321975708
